Post_Title,Description,Post_Category,Borough,Location,Post_Price,Sqft,Private Room,Private Bath,Laundry,Parking,Bedrooms,Bathrooms,Success
Recurrent traveler-friendly rental in cozy and fully furnished studio ,"Are you looking for a pied-a-terre in the city for just a few nights per week? Look no further! This upper manhattan studio is available for part-time renters with flexible nightly prices and scheduling options as long as YOU HAVE A PART OF THE WEEK EACH WEEK schedule. Basically, I need someone who needs some nights during the week in a Quiet and safe Harlem brownstone studio. If interested, reach out and we can discuss pricing and try to find something that works for both of us. Let me know if you have any questions.",,manhattan,Harlem / Morningside,90,0,TRUE,TRUE,no laundry on site,street parking,1,1,1
Commuter-friendly House-Studio for those with an M-Th office schedule ,"Are you looking for a pied-a-terre in the city for just a few nights per week? Look no further! This Private Brooklyn Studio is available for part-time renters with flexible nightly prices and scheduling options as long as YOU HAVE A PART OF THE WEEK EACH WEEK schedule 
It's a studio with everything kitchen with a stove, microwave, fridge, dishes, spoons, knives, and forks, a coffee maker, and your own bathroom with a stand-up shower. You only share the entrance to the building but not to the studio. Also, you are to the front of the house with lots of sunshine from the 2 big windows. It's a brownstone house on a very quiet block so when you go in it's peaceful and quiet. If you have any questions feel free to contact me. Internet and WIFI will be charged separately. A computer desk and chair, L12 flat screen TV, and a comfortable relaxing chair.
",,brooklyn,,99,0,TRUE,TRUE,no laundry on site,street parking,0,1,1
Part of the week every week in 1BD apt Minutes From Mnh w/Great light!!,"Need a flexible part-time rental in the city?
One bedroom for rent in a condo in Jersey City. close to (Newport area) located along the waterfront, and also very close to Hoboken. This one bedroom apartment is available for rent from Monday to Friday every week or similar schedules, with solutions for nightly pricing and storage you can leave in the space while you are not there. Whether you're a hybrid worker or returning to the office, we've got you covered.

Building is a 25 minute walk to the Newport Path & Light Rail station, as well as the mall. Also about a 25 /30 minute walk to the Hoboken Path/ NJ Transit Train & Ferry Station. Bonus points; You can also walk to Target in about 25/30 minutes! Please no smokers, nice furnished private bedrooms located in jersey city heights. Only one roommate because the third bedroom is converted into an office. Apartment is on the floor of a corner building located on two way street. Walking distance from bars, and buses to New York city , coffee, laundry and parks. The condo itself features a dishwasher, natural light and has a bedroom and closet. Transportation to the city is optional via bus or a 15 min walk to the path Station. Current tenant is clean and respectful. Current tenant is a 31 year old male. I do not smoke but am 420 friendly and welcoming to the LGBT community. The apartment is fully furnished and your bedroom fully furnished .
",,new jersey,,95,0,TRUE,TRUE,w/d in unit,street parking,1,1,1
Friendly recurrent week rental in Furnished Quiet Room - Free Utilities,"This room is fully furnished and quiet. Its located only 3 short blocks from the 1 train (short walking distance) and available PART-WEEK only!. The room has its own private bathroom, queen-sized bed, closet and furniture. We have washers and dryers in the basement. The building is clean and quiet with elevator. Travel time to Times Square is 15 - 20 minutes.
If you're a separated parent who wants to provide a familiar and stable environment for your children when visiting them in NYC, this private room and bathroom is a great option for you. Available for part-week renters, with customizable scheduling options but important to have a part of the week each week schedule in mind, it can be flexible but at least a notion of schedule in mind.
Air conditioner.
Private half bathroom.
All utilities are included.
High speed WIFI.
3 blocks from 1 train. Bus stops are on the same block.
Near Riverside Park and River Bank State Park.
Kitchen is fully accessible.
Food stores on the same block.
Near Columbia University, City College of NY, Manhattan School of Music and Teacher's College.
Quiet and clean.
All areas of the apt are open and free to share.

NO broker's fee.
NO application fee.

Please be aware of these requirements:
We do not accept drinking, drugs, or pets.
This is a quiet, respectful home. We expect the guest to behave accordingly.
",,manhattan,Harlem / Morningside,82,0,TRUE,TRUE,laundry in bldg,street parking,3,2,1
Repeated rentals for frequent travelers Furn and Modern North Bergen studio,"Need a flexible part-time rental in the city? This renovated basement studio apartment with private entrance, bathroom and partial kitchen. Our apartment is available for rent from Monday to Friday, with solutions for nightly pricing and storage you can leave in the space while you are not there. Whether you're a hybrid worker or returning to the office, we've got you covered with this repeated week after week solution.

This is a great location for visiting NYC. We are short walking distance to multiple bus stops to Manhattan and easy access to area hospitals. We are steps from great cafes, restaurants and shopping on bustling Bergenline Avenue. Gorgeous Braddock park is 1 block away. We offer free driveway parking for 1 car. Guests have exclusive access to the basement apartment, excluding the furnace room.
",,new jersey,,90,0,TRUE,TRUE,no laundry on site,street parking,1,1,1
Pied-A-Terre in 2 BD Apt w/Amazing NYC Views for Part-Week tenants,"If you're looking for a flexible housing solution just part of the week each week, This space will cover your needs.

Beautiful modern apartment with 2 full bedrooms and bathrooms and unobstructed NYC Skyline Views with modern furniture and stainless steel appliances. The space is available as a part-week rental, allowing you to stay at our properties for a few days each week, which makes them perfect for professionals, students, or anyone who needs to commute to the city regularly. Feel free to reachout with your particular situation 

This unit is approximately 1700sq ft with lots of natural light in all rooms. This spacious apartment has 2 beds, 2 baths, sunroom, living room, dining room, and full in unit laundry room. Each bedroom is equipped with a king bed, and the master bed has an ensuite bathroom. The apartment has all the utilities and appliances you will need (Central Air, dishwasher, laundry, 2 indoor garage spaces and storage).

Here you will be steps away from a gorgeous 167 acre park, and a bus station to bring you to NYC in 15 minutes (3 operating bus lines). Located right on the riverfront which will give you breathtaking NYC views, which can also be enjoyed from the comfort of the apartment.
",,new jersey,,102,0,TRUE,TRUE,w/d in unit,street parking,2,2,1
Long-term options for part-week tenants Spacious 1BR Apt.,"I'm looking for a renter who needs a place for their in-office days. Fully furnished one bedroom apartment in an elevator building in Midtown West. Apartment could be for 2. Mon-Fri or similar split schedules is what I mean by in-office days. Your cost is calculated from the total room cost prorated to how many nights per week you use. Also, I would be happy to provide you with a storage space for you to leave your things during the time you are away.

Rent includes all utilities including WiFi, cable and 2 mounted flat screen TVs. Kitchen comes with all appliances and utensils. Bedroom has a queen size bed, dresser and enough closet space. Living room area has a queen size pull out couch. There is a laundry room in the building. Building also has a roof deck with great New York City views.
",,manhattan,Midtown West,104,0,TRUE,TRUE,laundry in bldg,no parking,1,1,1
Commuter’s Place in Quiet and Charming 1BD Greenwich Village apt.,"Are you looking for a pied-a-terre in the city for just a few nights per week? Look no further! This one bedroom apartment is available for part-time renters with flexible nightly prices and scheduling options as long as YOU HAVE A PART OF THE WEEK EACH WEEK schedule 
I have a clean, quiet, charming, fully-furnished apartment for rent in the middle of Greenwich Village. 

It is virtually part of the NYU campus, as the NYU buildings and the other neighborhood buildings are all intermingled. It is also within easy walking distance of The New School, Cooper Union, the Culinary Institute, and the Joffrey Ballet School.


It is two blocks from Washington Square Park and near all transportation. It is suitable for two people, but can accommodate four using the convertible couch.
",,manhattan,Greenwich Village,106,0,TRUE,TRUE,no laundry on site,street parking,1,1,1
M-Th Office Days Schedule URBAN OASIS - Private 1br w/bath,"Welcome to this Urban Oasis space, available from Mon-Fri each week. I’m looking for this kind of schedule to rent my apartment so hybrid workers or people returning to the office are great fits. Feel free to reach out and ask any question you may have if you have a part of the week each week schedule to be in the city but not the 7 days of the week. 

Whether you're relaxing in the bath watching your favorite tv show or conducting a virtual meeting from your room, our space promotes focus, tranquility, & rest. When your desires promote you to seek more, the convenient location will allow you to visit the city for meetings, nightlife, work, etc. or you can explore nature, sports, events & activities. Central between shopping, sports complexes, the airport and, NYC this is a travellers dream. 
",,new jersey,,52,0,TRUE,FALSE,no laundry on site,street parking,2,shared,1
Part-Week Tenants Fully Furn 1Br Apt. Completely Renovated M-Fri!!,"Fully furnished one bedroom apartment ideal for someone needing a place for their in-office days. I’m looking for a renter who needs the space for some, but not all, nights each week. Ideally something like Mon-Thu nights would be great but I can be flexible on other split schedules so feel free to reach out. I would charge a nightly rate.

Complete gut renovation just finished! The apartment is back on the market with new flooring, lighting, bathroom renovation and much more! All carpeting has been removed for a beautifully light natural wood flooring, interior designed crafted art sconce lighting to illuminate, plus brand new tiling and renovation in the bathroom.

Queen bed with new West Elm bedding, flat screen tv mounted on wall in bedroom and large flat screen L46 tv in living room.

2 Minute Walk To All Major Transportation 2,3,4,5,r,w,j,m,z, Staten Island Ferry, South Ferry, And New Jersey Ferries.
",,manhattan,Upper West Side,87,0,TRUE,TRUE,w/d in unit,street parking,1,1,1
3-5 nights/week Fully Furnished 1BD apt. for Office Days Schedule,"If location, convenience, and access to amenities are important to you, this beautiful apartment is certainly worth consideration for your part-week stay. This apartment is available from Mon-Fri each week or with similar split schedules, like Wednesday to Friday nights. I’m looking for this kind of schedule to rent my apartment so hybrid workers or people returning to the office are great fits. Feel free to reach out and ask any question you may have if you have a part of the week each week schedule to be in the city

The abundance of natural light flows seamlessly throughout the wide-open spaces of the open-plan living and dining areas. Natural breezes and sunlight flow throughout the apartment, while air-conditioning ensures year-round comfort. 

With wooden floors throughout this home, you will be immersed in the tranquillity of this fantastic property. Quality stainless steel kitchen appliances make cooking a delight and cleaning effortless. 

- Quiet street, near parks, grocery stores, and a short walk to bus transport

- Within a block from 2/3 express trains and Metro-North on 125th street

- NYC's new trendy restaurants Red Rooster, Sylvia's, Starbucks, Harlem Shake, and much more around the corner.

- Beautifully fully stocked kitchen

- Fully tiled bathroom for easy cleaning

With schools, hospitals, shopping and dining precincts, parks, and public transport all on your doorstep, it is easy to see why renters are looking here for the combination of location and convenience. This setting ensures peace and quiet whilst being only a very short drive to all amenities.
",,manhattan,Harlem / Morningside,102,0,TRUE,TRUE,laundry in bldg,street parking,1,1,1
Split lease for frequent renters Furn and Quiet Pied-A-Terre Mon-Thu Nights,"Weekday Accommodation only! For commuters or ""hybrid"" workers. Paying a fortune for hotels during the workweek? Here's a much better alternative!
This private room is ideal for someone needing a space for their in-office days. I’m looking for a renter who needs the space for some, but not all, nights each week. Ideally something like Mon-Thu nights would be great but I can be flexible so feel free to reach out.

Especially now with covid19, more people are being asked to do only 2-3 days per week in the actual office. And this is much better than a hotel because you are the room's sole occupant so you don't have to worry about the germs of other prior guests!

We are offering a good-sized (10 x11.5 feet) room, furnished with double bed, closet, chair and desk plus recliner, in Northern Manhattan/Hudson Heights.

The apartment is in a prewar (early 1900s) building. It's a large high-ceilinged 4 bedroom with a huge living room, separate kitchen, and large bathroom. Reliable card laundry facilities (3 large washers, 4 dryers) are available in the basement.

Located in Hudson Heights, west of Broadway, one block from Columbia Presbyterian Hospital, Columbia University Nursing School, and the A, C, and 1 subway lines, it's a 15-20 minute ride on the A Express to midtown. It's also very near lots of banks, shops, restaurants, 24-hour delis, grocery stores and even a Starbucks- all of life's necessities within easy walking distance. And it's just a few subway stops or a short bus ride from Fort Tryon Park and the Cloisters Museum. We don't have a car, but on-street parking appears to be available. There are also quite a few nearby parking garages.

You'd be sharing with three people- us, a quiet, settled married couple (M/F) together for 15 years, who, although we’re in the arts, don’t have artistic temperaments, (which is why we’re looking for a business type/medical/prof. etc) and a late sixtyish university professor who is also out of the city every weekend.

Since we're a couple, we require Monday-to-Friday roommates, or ""commuters"" or ""part-time tenants"" so we can have some time to ourselves. We've been sharing for years, both individually and together, and through trial and error, have found what works for us.
Therefore, our ideal roommate would be a reliable, quiet, drama-free, employed professional, 50+, who will be away, that is, sleeping somewhere other than the apartment, every weekend. To us, the weekend is Friday evening through Monday daytime. Weekdays are Monday through Thursday nights.

All our past roommates have had to be in NYC for work, but had a house and family elsewhere, outside of daily commuting distance. Someone relatively tidy and clean but not obsessive about it is best. Absolutely NO smokers/substance abusers etc. please, and no pets. It's a month-to month agreement, but we prefer long-term, i. e. at least 6 months.

The monthly rent includes all bills- gas, electric, domestic phone, internet, and cable. You can also enjoy an L7 Flat Screen TV. A personal cable box for your room is an option for an extra $10/month. 1st month's rent plus one month security deposit is required to move in. A written rental agreement will protect both our interests.
",,manhattan,Upper West Side,62,0,TRUE,TRUE,laundry in bldg,street parking,4,4,1
Pied-a-terre for RTO schedule in 1BD Spacious NJC’s apt.,"If you need a place to stay in the city for just a few nights per week EACH WEEK, this could be the perfect solution for your stay.
Spacious, ground floor (8 steps to front entrance) one bedroom apartment with parking, outdoor space and laundry available for part-time renters, people looking to stay 3 to 5 nights per week every week, with nightly prices and scheduling options that can accommodate different repeated schedules week after week. If you are curious or think this can work for you, please reach out!

Bedroom has a king size bed and the living room includes a daybed with trundle plus a full size couch. Includes WiFi access, cable with premium channels plus Netflix, Hulu and Amazon Prime. Easy access to NYC via 20 - 25 minute bus ride (stop across the street). Easy access to Hoboken via cliff staircase, bus or short Uber/Lyft ride.

Guests will have exclusive use of the apartment. One side of the backyard will sometimes be used by me, but the other will be for the guest only. There are two separate exits to the backyard. Laundry will be shared with me but I only use it once a week. Laundry closet is located in a hallway right outside the entrance door to the apartment. Includes internet access, cable including premium channels.
",,new jersey,,90,0,TRUE,TRUE,w/d in unit,street parking,1,1,1
Fully furnished 1bdr apartment for recurrent stays in Harlem Great Location,"If you need a place to stay in the city for just a few nights per week EACH WEEK, this is the perfect solution! 

The apartment is walking distance to Central Park (5mins), lots of trains (2/3/A/B/C/D/4/5/6).
 It is available immediately. Monthly lease, minimum 6 months commitment. This place is ideal for a solo person who is looking for a quiet place to stay, and close to the city while you stay in the city part of the week. This apartment is available for part-time renters, with nightly prices and scheduling options that can accommodate different repeated schedules week after week. If you are curious or think this can work for you, please reach out!

 What this place offers:
 - AC, Fan
 - 2 L30 TVs
 - Amazon fire L30 TV stick
 - Furniture
 - Smoke alarm
 - Microwave
 - Oven
 - Wifi
 - Very bright apartment with windows in every room
 Not included:
 - Parking
 - Washing machine (there’s a laundromat a block away)
 - Electricity/Gas
 About you:
 - No pets and no couple. Any pronouns, sexualities, race are welcomed ofc.
-  Looking for a responsible tenant to sublease my place.
",,manhattan,Harlem / Morningside,87,0,TRUE,TRUE,laundry on site,street parking,1,1,1
M-Th office days ONLY Room - House Cozy Brooklyn Studio,"It's a studio with everything kitchen with a stove, microwave, fridge, dishes, spoons, knives, and forks, a coffee maker, and your own bathroom with a stand-up shower. This studio entirely for you is available from Mon-Thurs, Mon-Fri each week or with similar split schedules, like Wednesday to Friday nights. I’m looking for this kind of schedule to rent my apartment so hybrid workers or people returning to the office are great fits. You only share the entrance to the building but not to the studio. Also, you are to the front of the house with lots of sunshine from the 2 big windows. It's a brownstone house on a very quiet block so when you go in it's peaceful and quiet. If you have any questions feel free to contact me. Internet and WIFI will be charged separately. A computer desk and chair, L12 flat screen TV, and a comfortable relaxing chair. Feel free to reach out and ask any question you may have if you have a part of the week each week schedule to be in the city",,brooklyn,,99,0,TRUE,TRUE,no laundry on site,street parking,0,1,1
Room w/Priv bathroom and massive Terrace as a pied-a-terre,"If you are looking for a Pied-a-terre situation, keep reading! 
I live in a 2 bedroom, 2 bathroom Apartment. Elevator building. I am renting one of the bedrooms with a private bathroom. It is a smaller bedroom but you have the rest of the living space. I am ideally looking for someone who needs my space for the weekdays or some of the weekdays each week. You’d pay for only the nights you are there and you can leave your things in the space since you will be coming back week after week. Ideal schedules are: Mon-Thurs nights, Mon-Fri nights, only weekends, etc 

My bedroom is big enough that I hang out in there so there is opportunity to have your own time and space.

I may do short term rentals vs a year lease so ask about this if you are looking for something temporary. I am looking for a Straight Male but I am open.

The apartment is modern and nice with a full kitchen. It is on the top floor and considered a penthouse. There is a private terrace that runs the length of the building which is a game changer for getting outside without leaving home.

There is an in-unit washer and dryer, a full fridge, full stove, dishwasher and microwave.

Utilities are already included on the price

I am a single M2F trans person.
",,manhattan,Harlem / Morningside,109,1000,TRUE,TRUE,w/d in unit,no parking,2,2,1
Part-Week Share BIG Room! near CENTRAL PK Fem ONLY!,"Furnished OR unfurn. room female pref. I am respectful fem in my 30s
Available every week on split schedules, like Monday to Thursday nights every week
This apt is available for part-time rent each week. It's perfect for hybrid workers or anyone who is returning to the office and needs a flexible schedule. We offer nightly prices and storage options, so you can make the most of your time in the city.
Clean space very big room! CHECK THE PICS!
LAUNDRY & ELEVATOR
CENTRAL PK & RIVERSIDE PK 4min walk EXPRESS & LOCAL TRAIN 1BLK
Friendly, respectful, female environment 
Huge space big room very clean
3bed 2bath
Nr. Central pk. & Riverside pk.
Express & local trains 1 block away
2 stops away from 42st by express train
4 min walk 2 Central park.
",,manhattan,Upper West Side,82,975,TRUE,TRUE,laundry in bldg,street parking,3,2,0
Hybrid work? I gotchu this Fully furnished 1bdr apt Great Location,"Looking for a part-time rental that fits your hybrid work schedule? Our apartment is available from Monday to Friday and offers nightly prices, storage options, and flexibility for those with different split schedules.

The apartment is walking distance to Central Park (5mins), lots of trains (2/3/A/B/C/D/4/5/6).
 It is available immediately. Monthly lease, minimum 6 months commitment. This place is ideal for a solo person who is looking for a quiet place to stay, and close to the city part of the week each week.

 What this place offers:
 - AC, Fan
 - 2 L30 TVs
 - Amazon fire L30 TV stick
 - Furniture
 - Smoke alarm
 - Microwave
 - Oven
 - Wifi
 - Very bright apartment with windows in every room
 Not included:
 - Parking
 - Washing machine (there’s a laundromat a block away)
 - Electricity/Gas
 About you:
 - No pets and no couple. Any pronouns, sexualities, race are welcomed ofc.
",,manhattan,Harlem / Morningside,87,0,TRUE,TRUE,laundry on site,street parking,1,1,1
Hybrid worker commute solution on Central Park North!,"Need a more convenient and home-like option than hotels when visiting your children in NYC on a repeated schedule? Our bedroom is available for part-time renters, with flexible scheduling and nightly prices. Feel free to reach out and ask any questions you may have as long as you have a repeated schedule to be in the city week after week, like Monday to Thursday nights.

The share is in a well-maintained building ON CENTRAL PARK NORTH, JUST WEST OF FIFTH AVENUE, directly across the street from the Park and the northern lake - a very nice block and safe area.

There is a laundry room in the basement, and the air-conditioned living room has a GREAT, panoramic view of the Park, the northern lake, and a city view of the Upper West and East Side, all the way down Fifth Avenue to the Empire State Building.

The 150' bedroom has 1 large east-facing window and an A/C. The 175' bedroom next to the 150' bedroom has 2 large east-facing windows and an A/C. My bedroom/bathroom is in another wing of the 1400 sq. ft apartment, on the other side of the far living room wall. The 150 sq. ft bedroom has a private entrance to a bathroom shared with one male. That private entrance is from the apt's hall. The other guy is clean and he has a private entrance through his bedroom-to-bathroom door.

(The 150 sq. ft bedroom has a high-quality full (double-sized) mattress on a metal bed frame and boxspring, a small black wooden seat/nightstand; a straight-backed, black cushioned-leather black wood chair, a straight-backed red wood chair, a collapsible desk, and a walk-in, double-door closet.)

I have 1 cat. He stays in my room almost constantly. He's friendly but feels people out first by sniffing them.

Every room in the apt, including the living room, has the highest energy-efficiency air conditioners with numerous options: like digital temperature settings, timer-settings, constant cooling, fan settings, a ""dry"" setting for humid heat, and a money-saver setting that maintains a set temperature in the room so that electric bills are reasonable. On the Money-Saver settings, the ACs go on and off based on the set temperature and the temperature in the room. There’s also a L43 Flat screen TV in a shared space.

THE APT. HAS: HARDWOOD FLOORS; HIGH CEILINGS; A LARGE (180 sq. ft.) EAT-IN KITCHEN (W/STONE FLOOR AND WHITE CERAMIC COUNTER AND WALL TILES); THICK WALLS; AND COLORED, RECESSED LIGHTING IN THE HALL AND LIVING ROOM.

THE LARGE EAT-IN KITCHEN is 180 sq. ft. and square, NOT a narrow, galley-style kitchen. It has a large round glass table with chairs, A LARGE DISHWASHER, LARGE FRIG., LARGE STOVETOP/OVEN, A NEW, LARGE MICROWAVE, a toaster, a Crockpot/slow-cooker, other cooking equipment, etc. and decent cabinet space. The kitchen doesn't get crowded with 2 people, depending on what is being done.

THE BUILDING: Faces south on the Park, with an awning, gardens in front and along the entrance walk, and it has a marble lobby and stairs. The building is very solid, w/25 quiet units, as opposed to many units with thin walls. Most of the residents are professionals and students, and the neighbors are pleasant and very quiet. There is no noise from other apts.

Total utility charges for gas, electric, and shared internet vary, generally $60-$80 per person per month, except in summer, when they are rarely more than $100 for a single person, depending on how heavy A/C usage is.

ABOUT ME: I'm a Stanford U. and Columbia Law grad who worked at two private sector firms and then in the legal department of the NYS Division of Human Rights. I currently do legal research and write legal memoranda for my cousin's practice. I sometimes do legal editing for law students' papers.

My male roommate in the 175' middle bedroom works in IT design for Bloomberg. I was born and raised in NYC, in Greenwich Village and Murray Hill. My schedule varies and I sometimes work at home (15-20 hours a week, if I can work at home). I do some of my research and drafting at the Columbia Law School library. We are easygoing, friendly, clean, and respect people's privacy and need for quiet.

Visitors and occasional overnight guests are OK, as long as you know them well, and don't have frequent overnights. Exceptions can be mutually agreed on.

Graduate students, postdoc students, resident fellows, long-term interns, contract employees, or permanent, full-time employees are all likely to be fine. A reference of some sort would be appreciated.
",,manhattan,Harlem / Morningside,120,150,TRUE,FALSE,laundry in bldg,street parking,3,2,1
Pied-a-terre for RTO schedule in beautiful Midwood 1BD Apt,"My 1 bedroom apt is perfect for commuters who come into the city a few days each week but don’t need to the whole week. The cost of rent is per night you use. You can store your things in the room during the time you are not there.

This private bedroom is ideal for someone needing a space for their in-office days. I’m looking for a renter who needs the space for some, but not all, nights each week. Ideally something like Mon-Thu nights would be great but I can be flexible so feel free to reach out.

I would be sleeping in the living room on the couch and you shouldn't notice me since I work everyday. AGAIN! Available Monday to Thursday nights or Monday to Friday nights preferred
",,brooklyn,,77,0,TRUE,FALSE,laundry in bldg,street parking,1,shared,1
Repeating rental in Harlem Creative Space,"A place where art lives! Available for commuters who need the space for Monday to Friday nights but I can be flexible if you would need some weekends. Also, if you need a schedule which is a little different we can negotiate but it is important to have a part of the week schedule Your monthly cost is based on the total monthly price reduced proportional to how many nights each week you stay.
To be free is all we ask. We love music and 420 friendly! This is a 3 bedroom apt (2 rooms available). Wifi , 1bathroom, TV, kitchen, washer/dryer.
",,manhattan,Harlem / Morningside,66,0,TRUE,FALSE,no laundry on site,street parking,3,1,1
Recurrent traveler-friendly rental in quiet Furnished Room - Free Utilities,"This room  is perfect for commuters who come into the city a few days each week but don’t need the whole week. The cost of rent is per night you use. You can store your things in the room during the time you are not there. The room has its own private bathroom, queen-sized bed, closet and furniture. We have washers and dryers in the basement. The building is clean and quiet with an elevator. Travel time to Times Square is 15 - 20 minutes.
If you're a separated parent who wants to provide a familiar and stable environment for your children when visiting them in NYC, this private room and bathroom is a great option for you. Available for part-week renters, with customizable scheduling options but important to have a part of the week each week schedule in mind, it can be flexible but at least a notion of schedule in mind.
Air conditioner.
Private half bathroom.
All utilities are included.
High speed WIFI.
3 blocks from 1 train. Bus stops are on the same block.
Near Riverside Park and RiverBank State Park.
Kitchen is fully accessible.
Food stores on the same block.
Near Columbia University, City College of NY, Manhattan School of Music and Teacher's College.
Quiet and clean.
All areas of the apt are open and free to share.

NO broker's fee.
NO application fee.

Please be aware of these requirements:
We do not accept drinking, drugs, or pets.
This is a quiet, respectful home. We expect the guest to behave accordingly.
",,manhattan,Harlem / Morningside,57,0,TRUE,TRUE,laundry in bldg,street parking,3,2,1
Part-Week Share Renovated Modern Studio Apart in North Bergen,"This apartment is ideal for someone needing a space for their in-office days. I’m looking for a renter who needs the space for some, but not all, nights each week. Ideally something like Mon-Thu nights would be great but I can be flexible so feel free to reach out. There is a 30 night minimum requirement for the initial booking.

Just let me know of the nights you would be looking for.

This is a great location for visiting NYC. We are short walking distance to multiple bus stops to Manhattan and easy access to area hospitals. We are steps from great cafes, restaurants and shopping on bustling Bergenline Avenue. Gorgeous Braddock park is 1 block away. We offer free driveway parking for 1 car. Guests have exclusive access to the basement apartment, excluding the furnace room.
",,new jersey,,107,0,TRUE,TRUE,no laundry on site,street parking,1,1,0
Part-Week tenants rental 2 BD Apt w/Amazing NYC Views,"Beautiful modern apartment with 2 full bedrooms and bathrooms and unobstructed NYC Skyline Views with modern furniture and stainless steel appliances. If you need a place to stay in the city for just a few nights per week EACH WEEK, we have the perfect solution. Our [type of space] is available for part-time renters, with nightly prices and scheduling options that can accommodate different repeated schedules week after week. If you are curious or think this can work for you, please reach out!

This unit is approximately 1700sq ft with lots of natural light in all rooms. This spacious apartment has 2 beds, 2 baths, sunroom, living room, dining room, and full in unit laundry room. Each bedroom is equipped with a king bed, and the master bed has an ensuite bathroom. The apartment has all the utilities and appliances you will need (Central Air, dishwasher, laundry, 2 indoor garage spaces and storage).

Here you will be steps away from a gorgeous 167 acre park, and a bus station to bring you to NYC in 15 minutes (3 operating bus lines). Located right on the riverfront which will give you breathtaking NYC views, which can also be enjoyed from the comfort of the apartment.

There is a 30 night minimum requirement for the initial booking. Just let me know of the nights you would be looking for. I am happy to go through Split Lease too, but I can offer a cheaper price through Craigslist.
",,new jersey,,114,0,TRUE,TRUE,w/d in unit,street parking,2,2,1
Pay p/night renting weekdays in Spacious 1 Bedroom Apt.,"The apartment is ideal for someone needing a space for their in-office days. I’m looking for a renter who needs the space for some, but not all, nights each week. Ideally something like Mon-Thu nights would be great but I can be flexible so feel free to reach out.

Fully furnished one bedroom apartment in an elevator building in Midtown West. Apartment could be for 2. Rent includes all utilities including WiFi, cable and 2 mounted flat screen TVs. Kitchen comes with all appliances and utensils. Bedroom has a queen size bed, dresser and enough closet space. Living room area has a queen size pull out couch. There is a laundry room in the building. Building also has a roof deck with great New York City views.

Just let me know a little about yourself and your situation when reaching out. There would be a 30 night minimum for the initial booking. The nightly price will vary slightly depending on your desired weekly schedule. I can be flexible in terms of amending dates after the initial booking. 
",,manhattan,Midtown West,98,0,TRUE,TRUE,laundry in bldg,no parking,1,1,1
Hybrid worker commute solution in cozy private bedroom ,"My apartment is available for a part time repeat stay. For example, the weekdays each week. This would be a perfect situation for a student or hybrid worker. As long as you are interested in part of the week, reach out and we can find something that works. Let me know if you have more questions, if you book more days or a longer stay I can give you a better price 

Shared Lounge/Living Room with L42 TV, Kitchen, Bathroom, Back Porch, Backyard Gazebo. Free Wi-fi. Heat, Air Conditioning.
",,brooklyn,,136,0,TRUE,TRUE,no laundry on site,street parking,1,1,1
Tired of hotels? HUGE SPACE! BIG Room! Split Lease ,"Furnished OR unfurn. room female pref. I am respectful fem in my 30s
I'm looking for a renter who needs a place for their in-office days. Mon-Fri or similar split schedules. Your cost is calculated from the total room cost prorated to how many nights per week you use. Also, I would be happy to provide you with a storage space for you to leave your things during the time you are away.
Clean space, very big room! CHECK THE PICS!
LAUNDRY & ELEVATOR
CENTRAL PK & RIVERSIDE PK 4min walk EXPRESS & LOCAL TRAIN 1BLK
Huge space big room very clean
3bed 2bath
Express & local trains 1 block away
2 stops away from 42 st by express train
",,manhattan,Upper West Side,82,975,TRUE,TRUE,laundry in bldg,street parking,3,2,0
Work stay Private Cozy Room in Dynamic Harlem - Great location,"This affordably priced private bedroom is in the most convenient spot in New York City outside of midtown Manhattan. This private bedroom is available for a part time repeat stay. For example, the weekdays each week. This would be a perfect situation for a student or hybrid worker. As long as you are interested in part of the week, reach out and we can find something that works. Let me know if you have more questions, if you book more days or a longer stay I can give you a better price 

Located on the 5th floor of an elevator building. 

I can boldly say this is one of the more beautiful neighborhoods in town. City College is a mere two blocks away, with tons of young people filling the sidewalks during the day. Long-time residents along with newcomers make for a vibrant scene of people. Historic brownstones, beautiful architecture, and lush parks abound. Great restaurants, bars, and tiny food shops can be found at almost every corner. All utilities (heat, gas, and Wi-Fi) are included.
",,manhattan,Harlem / Morningside,2550,0,TRUE,FALSE,laundry in bldg,street parking,1,1,1
